essay_id_comp,prompt_name,task
8D80DA1892A5,Mandatory extracurricular activities,Independent
8D8BF05B7936,Summer projects,Independent
8D8E0FEE6BD5,Seeking multiple opinions,Independent
8D8EC1F1E36A,Community service,Independent
8D99FEDB5FE9,Seeking multiple opinions,Independent
8D9BFCD85CAE,Community service,Independent
8DA0993625FF,Summer projects,Independent
8DA0B80420FC,Summer projects,Independent
8DA298718DD7,Distance learning,Independent
8DB8768A7649,Mandatory extracurricular activities,Independent
8DBEE30EF6A7,Community service,Independent
8DC48882E2F7,Cell phones at school,Independent
8DD09D4FCD4F,Distance learning,Independent
8DD65866A83A,Mandatory extracurricular activities,Independent
8DD6B1101415,Distance learning,Independent
8DD7745DFCDF,Distance learning,Independent
8DD8AC01540E,Cell phones at school,Independent
8DDF38ABED0E,Mandatory extracurricular activities,Independent
8DF155F94446,Mandatory extracurricular activities,Independent
8DF397BE5387,Cell phones at school,Independent
8DF39EDCEE7D,Mandatory extracurricular activities,Independent
8DFC402F09AB,Summer projects,Independent
8DFCC03C34D8,Grades for extracurricular activities,Independent
8DFFA4FB6135,Seeking multiple opinions,Independent
8E053EA4FE6F,Distance learning,Independent
8E0A4CFAEA9C,Cell phones at school,Independent
8E1560B7C2E1,Community service,Independent
8E1908F2616E,Community service,Independent
8E1B32095441,Distance learning,Independent
8E20AB58A907,Cell phones at school,Independent
8E2246CF7F85,Seeking multiple opinions,Independent
8E280425BFBF,Community service,Independent
8E35C504B480,Distance learning,Independent
8E3A5F23A705,Cell phones at school,Independent
8E3D55B11AEE,Cell phones at school,Independent
8E4BBBA4018F,Mandatory extracurricular activities,Independent
8E536E1B7AFE,Summer projects,Independent
8E555DA6ED4D,Distance learning,Independent
8E5637455B8E,Mandatory extracurricular activities,Independent
8E572B0D4250,Distance learning,Independent
8E5816188853,Grades for extracurricular activities,Independent
8E6166FA732A,Cell phones at school,Independent
8E61C7C0F57F,Summer projects,Independent
8E634C8CED65,Seeking multiple opinions,Independent
8E64BE4119C3,Distance learning,Independent
8E668341EE05,Seeking multiple opinions,Independent
8E73ED6F2FCC,Mandatory extracurricular activities,Independent
8E77B1B19F32,Mandatory extracurricular activities,Independent
8E79F7BAC950,Summer projects,Independent
8E7A674BF659,Grades for extracurricular activities,Independent
8E81EB46243D,Cell phones at school,Independent
8E8321EFF66E,Seeking multiple opinions,Independent
8E83FB707B87,Community service,Independent
8E89A7A62A82,Seeking multiple opinions,Independent
8E9007F863C7,Distance learning,Independent
8E98853DF374,Seeking multiple opinions,Independent
8EA083F14784,Mandatory extracurricular activities,Independent
8EA41EF1EC70,Mandatory extracurricular activities,Independent
8EADDF7F6FB7,Distance learning,Independent
8EB22AFF2A96,Distance learning,Independent
8EB647435835,Distance learning,Independent
8EB73A991757,Summer projects,Independent
8EBF990F1622,Seeking multiple opinions,Independent
8EC7A8075CAD,Cell phones at school,Independent
8ECC067F27E1,Cell phones at school,Independent
8ED19683D8A7,Summer projects,Independent
8ED6445B91AD,Mandatory extracurricular activities,Independent
8EDAB25CCB08,Community service,Independent
8EDD5A7B2310,Grades for extracurricular activities,Independent
8EF4E5DEB3D3,Grades for extracurricular activities,Independent
8EF775DCEAF5,Seeking multiple opinions,Independent
8EF7C2316736,Summer projects,Independent
8EF7F6812DE9,Community service,Independent
8EF89B5F5E21,Distance learning,Independent
8EF9BE158AD3,Distance learning,Independent
8EFD48D53319,Seeking multiple opinions,Independent
8EFDE74335BD,Grades for extracurricular activities,Independent
8EFE0973A57A,Cell phones at school,Independent
8EFF66B61E7D,Community service,Independent
8F05747D5AE1,Community service,Independent
8F13AAF260A1,Grades for extracurricular activities,Independent
8F16365E363D,Distance learning,Independent
8F189C6F9E85,Summer projects,Independent
8F1B3DEA0508,Cell phones at school,Independent
8F2132376B0C,Distance learning,Independent
8F23D8E6AC8B,Distance learning,Independent
8F2FCF066A81,Mandatory extracurricular activities,Independent
8F350047E2C7,Community service,Independent
8F36773A007F,Mandatory extracurricular activities,Independent
8F40BA1ECB08,Mandatory extracurricular activities,Independent
8F456999E008,Cell phones at school,Independent
8F45D2644332,Cell phones at school,Independent
8F4912F74D42,Cell phones at school,Independent
8F4B595CF9E7,Seeking multiple opinions,Independent
8F4D8B1065BB,Grades for extracurricular activities,Independent
8F5794D959A1,Community service,Independent
8F584A5648B9,Grades for extracurricular activities,Independent
8F5B92D7513B,Seeking multiple opinions,Independent
8F60DD600C3B,Mandatory extracurricular activities,Independent
8F78D1ABFDB6,Community service,Independent
8F7C21724491,Mandatory extracurricular activities,Independent
8F85E4509835,Seeking multiple opinions,Independent
8F88ABD06CED,Distance learning,Independent
8F8B11DD9ACC,Summer projects,Independent
8F8BCC081DC6,Distance learning,Independent
8F91417B8A7D,Mandatory extracurricular activities,Independent
8F9F5B885FA9,Seeking multiple opinions,Independent
8FA214DB6E8B,Mandatory extracurricular activities,Independent
8FA7B3E4FC78,Grades for extracurricular activities,Independent
8FAAAECA64BD,Mandatory extracurricular activities,Independent
8FB706C890A2,Seeking multiple opinions,Independent
8FBA79DE20E6,Grades for extracurricular activities,Independent
8FC5C278EFCF,Summer projects,Independent
8FC654F1B091,Grades for extracurricular activities,Independent
8FD417FC6A03,Seeking multiple opinions,Independent
8FD5B5C10AF2,Grades for extracurricular activities,Independent
8FD62BC04585,Distance learning,Independent
8FDE3B793E4C,Community service,Independent
8FE1C585E552,Mandatory extracurricular activities,Independent
8FE49A2999D0,Grades for extracurricular activities,Independent
8FE60434BEFF,Mandatory extracurricular activities,Independent
8FEC3A849513,Seeking multiple opinions,Independent
8FED07B315E2,Community service,Independent
8FF1FA6E84FB,Mandatory extracurricular activities,Independent
8FF38F8470E2,Grades for extracurricular activities,Independent
8FF9315CDCAF,Distance learning,Independent
8FFDA5B9D359,Distance learning,Independent
9.33848E+11,Grades for extracurricular activities,Independent
9.74383E+11,Mandatory extracurricular activities,Independent
9.80E+35,Community service,Independent
9.92E+12,Seeking multiple opinions,Independent
9000217714BE,Grades for extracurricular activities,Independent
9003CAD2E74F,Summer projects,Independent
900853D24E86,Seeking multiple opinions,Independent
900A879708F0,Distance learning,Independent
900EE82A7C8D,Summer projects,Independent
901790F023DD,Summer projects,Independent
9019F9FEA638,Grades for extracurricular activities,Independent
901E4717A246,Seeking multiple opinions,Independent
90345B5B064D,Summer projects,Independent
903B04C2AA48,Summer projects,Independent
9049E16579D4,Community service,Independent
905D77AA5E83,Community service,Independent
906B27CFFFA0,Mandatory extracurricular activities,Independent
906E7C2C57D6,Mandatory extracurricular activities,Independent
9072C97C4481,Mandatory extracurricular activities,Independent
9075A6EEB3C5,Community service,Independent
90764819E3A9,Cell phones at school,Independent
907B493FEF99,Distance learning,Independent
9085B526DE3B,Grades for extracurricular activities,Independent
908906779AB1,Distance learning,Independent
908C91AF86BC,Distance learning,Independent
908CA741DAF6,Summer projects,Independent
90978A2F8599,Community service,Independent
90A21329D7C8,Community service,Independent
90A45BE42FCA,Cell phones at school,Independent
90A67909259E,Mandatory extracurricular activities,Independent
90A986A7470B,Mandatory extracurricular activities,Independent
90A9BF35582F,Cell phones at school,Independent
90B0118A8C55,Distance learning,Independent
90C32C97725A,Distance learning,Independent
90C423514A8D,Cell phones at school,Independent
90C942265780,Summer projects,Independent
90CE234C9684,Seeking multiple opinions,Independent
90D16D754BBA,Mandatory extracurricular activities,Independent
90D83C644ECF,Cell phones at school,Independent
90DB0EEBFF0B,Mandatory extracurricular activities,Independent
90DB680F14F5,Distance learning,Independent
90E5BB6CBE11,Summer projects,Independent
90ED5CDDE123,Mandatory extracurricular activities,Independent
90F900708083,Cell phones at school,Independent
90FD792769FF,Mandatory extracurricular activities,Independent
91010998BF86,Community service,Independent
910189559FBD,Grades for extracurricular activities,Independent
9107A1C2DD9C,Community service,Independent
9114D5C32D36,Summer projects,Independent
91176971F6BA,Cell phones at school,Independent
911CF138D0AE,Community service,Independent
9124F45B4832,Community service,Independent
9127434E8CF8,Summer projects,Independent
91377BE7D4ED,Distance learning,Independent
9145AB74E1DA,Distance learning,Independent
914D457FE4DC,Grades for extracurricular activities,Independent
9151F588041F,Distance learning,Independent
9165D265E932,Distance learning,Independent
9167D9F70613,Seeking multiple opinions,Independent
9168DF355F2F,Distance learning,Independent
916958737B60,Distance learning,Independent
916CDD686404,Grades for extracurricular activities,Independent
9172095B8522,Mandatory extracurricular activities,Independent
9172F30C29E8,Community service,Independent
9174D620243B,Distance learning,Independent
917524B223F8,Mandatory extracurricular activities,Independent
91755A979CF5,Cell phones at school,Independent
917DE223C943,Mandatory extracurricular activities,Independent
917F3695D84D,Cell phones at school,Independent
917F50B27723,Distance learning,Independent
91893044CA95,Community service,Independent
91962F622C5A,Community service,Independent
919A14D44D98,Seeking multiple opinions,Independent
91A00DFD46DC,Distance learning,Independent
91A7412303BD,Summer projects,Independent
91A780360B9E,Community service,Independent
91AC63E82AC2,Cell phones at school,Independent
91B00B44402B,Cell phones at school,Independent
91B15D1BDD98,Community service,Independent
91B1F82B2CF1,Distance learning,Independent
91B840A41637,Summer projects,Independent
91B88A23A5E4,Grades for extracurricular activities,Independent
91CD65156E4B,Grades for extracurricular activities,Independent
91E61EF42E33,Community service,Independent
91EB3DE61286,Mandatory extracurricular activities,Independent
91ED6A6E4B3A,Cell phones at school,Independent
91F40B0CFCC3,Community service,Independent
91F5038B20AF,Cell phones at school,Independent
91FA9C603A6B,Distance learning,Independent
92017C74CF22,Summer projects,Independent
920839AC2871,Community service,Independent
920E71AABE39,Cell phones at school,Independent
920F1ACDF4E4,Seeking multiple opinions,Independent
9222915C4C76,Seeking multiple opinions,Independent
9229E9E6F30D,Grades for extracurricular activities,Independent
923043ECE82F,Summer projects,Independent
9230E5F2AC7F,Cell phones at school,Independent
9235C87BACDF,Community service,Independent
923948B18A6D,Seeking multiple opinions,Independent
92402B11814C,Mandatory extracurricular activities,Independent
924D8175D100,Distance learning,Independent
9252D20095BE,Seeking multiple opinions,Independent
9254D9526E87,Distance learning,Independent
9256EDDD856B,Distance learning,Independent
9258984A6CEB,Grades for extracurricular activities,Independent
9258C64F577F,Summer projects,Independent
9259FAACA3D3,Summer projects,Independent
926AD76F8E36,Summer projects,Independent
9271B11A158B,Distance learning,Independent
92800D9CB22E,Cell phones at school,Independent
